編號,成語,釋義,用法說明-語義說明,三歲版解釋
4574,以咽廢飧,"猶「因噎廢食」。見「因噎廢食」條。01.《梁書．卷三八．賀琛列傳》：「今不使外人呈事，於義可否？無人廢職，職可廢乎？職廢則人亂，人亂則國安乎？以咽廢飧，此之謂也。」<a name=""因咽去食"">　</a>",,
4575,以桃代李,"猶「李代桃僵」。見「李代桃僵」條。01.《再生緣》第三二回：「且慢些笑他的失節，或者劉燕玉也是以桃代李的機關，亦未可定。」<a name=""李代桃"">　</a>",,
4576,付諸一炬,猶「付之一炬」。見「付之一炬」條。01.《文明小史》第四六回：「在這許多名片裡面，檢出一張，上寫著顏軼回，……用鉛筆把他記了出來，預備明日去答拜，其餘都付諸一炬。」02.《清朝野史大觀．清人藝苑．卷下．石殿撰能闢邪說扶名教》：「遍搜東南坊肆，得三百四十餘部，盡付諸一炬，可謂嚴於衛道矣。」,,
4577,功墮垂成,"猶「功敗垂成」。見「功敗垂成」條。01.明．張鳳翼《紅拂記》第一五齣：「侵地無方，攻城記屈，邅回轉覺難發，功墮垂成，怎能勾衝擊唐突！」<a name=""功廢垂成"">　</a>",,
4578,包藏姦心,"猶「包藏禍心」。見「包藏禍心」條。01.《三國志．卷一．魏書．武帝紀一》裴松之注引《魏武故事》：「又劉表自以為宗室，包藏姦心，乍前乍卻，以觀世事，據有當州。孤復定之，遂平天下。」<a name=""包藏逆心"">　</a>",,
4579,包藏逆心,"猶「包藏禍心」。見「包藏禍心」條。01.《宋書．卷六九．范曄列傳》：「豈苞藏逆心，以招灰滅。」<a name=""包藏禍胎"">　</a>",,
4580,包羅萬彙,"猶「包羅萬象」。見「包羅萬象」條。01.明．胡應麟《詩藪．內編．近體上．五言》：「李如星懸日揭，照耀太虛；杜若地負海涵，包羅萬彙。」<a name=""萬象包羅"">　</a>",,
4581,另眼看覷,即「另眼相看」。見「另眼相看」條。01.《喻世明言．卷一七．單符郎全州佳偶》：「汝今日鮮衣美食，花朝月夕，勾你受用。官府都另眼看覷，誰人輕賤你？」,,
4582,失交臂,猶「失之交臂」。見「失之交臂」條。01.宋．沈遼〈甲辰年五月十五日夜灃陽觀月〉詩：「悵余失交臂，萬里來天涯。」,,
4583,巧言善色,"善、令同義。「巧言善色」即「巧言令色」。見「巧言令色」條。01.《史記．卷二．夏本紀》：「能知能惠，何憂乎驩兜，何遷乎有苗，何畏乎巧言善色佞人？」<a name=""令色巧言"">　</a>",,
4584,未識一丁,"即「目不識丁」。見「目不識丁」條。01.《明史．卷一八○．王端列傳》：「文職有未識一丁，武階亦未挾一矢。」<a name=""目不識字"">　</a>",,
4585,玉石俱燼,即「玉石俱焚」。見「玉石俱焚」條。01.《藝文類聚．卷四五．職官部一．諸王》引北齊．邢劭〈廣平王碑文〉：「群飛在辰，橫流具及，山崩川竭，星霣日銷，崑岳既毀，玉石俱燼。」,,
4586,瓦釜鳴雷,"即「瓦釜雷鳴」。見「瓦釜雷鳴」條。01.宋．黃庭堅〈又戲為雙井解嘲〉詩：「勿以姬姜棄顦顇，逢時瓦釜亦鳴雷。」<a name=""雷鳴瓦釜"">　</a>",,
4587,生死與奪,與，同「予」。「生死與奪」即「生殺予奪」。見「生殺予奪」條。01.《晉書．卷一○二．劉聰載記》：「今王沈等乃處常伯之位，握生死與奪於中，勢傾海內，愛憎任之，矯弄詔旨，欺誣日月，內諂陛下，外佞相國，威權之重，侔於人主矣。」,,
4588,石填大海,"指精衛銜石填海。見「精衛填海」條。01.清．孫朝慶〈滿江紅．怒浪如山〉詞：「手挽狂瀾原不易，石填大海終何補？」<a name=""帝女填海"">　</a>",,
4589,石爛松枯,"猶「海枯石爛」。見「海枯石爛」條。01.元．薩都拉〈過桐廬〉詩：「碧桃海上開多少，幾度春風長瑤草。白雲滿地不歸來，石爛松枯天地老。」<a name=""石爛江枯"">　</a>",,
4590,亥豕帝虎,"猶「魯魚亥豕」。見「魯魚亥豕」條。01.清．查慎行〈自題淳熙修內司官帖後〉詩：「曾經翻刻凡幾手，亥豕帝虎辨者誰？」<a name=""魯魚帝虎"">　</a>",,
4591,亥豕魚魯,"即「魯魚亥豕」。見「魯魚亥豕」條。01.《法苑珠林．卷一○．千佛篇．出家部．會同部》：「夫一代之書，群賢相襲，遂令亥豕換文，魚魯易韻。」<a name=""亥豕魯魚"">　</a>",,
4592,休慼是同,猶「休戚與共」。見「休戚與共」條。01.《晉書．卷六五．王導列傳》：「（王）導曰：『吾與元規休慼是同，悠悠之談，宜絕智者之口。則如君言，元規若來，吾便角巾還第，復何懼哉！』」,,
4593,伏櫪驥,"猶「老驥伏櫪」。見「老驥伏櫪」條。01.宋．陸游〈感興〉詩：「離堆太史公，青蓮老先生。悲鳴伏櫪驥，蹭蹬失水鯨。」02.清．歸莊〈哭萬年少〉詩五首之二：「相彼伏櫪驥，遇時猶馳驟，悲哉負壯心，沒身無所就！」<a name=""驥伏櫪"">　</a>",,
4594,列鼎鳴鐘,"猶「鐘鳴鼎食」。見「鐘鳴鼎食」條。01.唐．王仁裕〈與諸門生春日會飲繁臺賦〉詩：「謾誇列鼎鳴鐘貴，寧免朝烏夜兔催。」<a name=""鳴鐘列鼎"">　</a>",,
4595,列鼎撞鍾,"「鍾」通「鐘」。「列鼎撞鍾」猶「鐘鳴鼎食」。見「鐘鳴鼎食」條。01.《隋書．卷五七．盧思道列傳》：「妍歌妙舞，列鼎撞鍾，耳倦絲桐，口飫珍旨。」<a name=""鳴鍾列鼎"">　</a>",,
4596,危如壘卵,壘，通「累」。「危如壘卵」即「危如累卵」。見「危如累卵」條。01.《水滸傳》第六三回：「王定又稟道：『太師恩相，北京危如壘卵，破在旦夕，倘或失陷，河北縣郡，如之奈何？望太師恩相早早遣兵勦除。』」,,
4597,危猶累卵,"猶「危如累卵」。見「危如累卵」條。01.《韓非子．十過》：「故曹，小國也，而迫於晉、楚之閒，其君之危，猶累卵也，而以無禮涖之，此所以絕世也。」（源）<a name=""危於累卵"">　</a>",,
4598,同船濟水,猶「同舟共濟」。見「同舟共濟」條。01.《三國志．卷四七．吳書．吳主權傳》：「忠不匿情，智無遺計，事統是非，諸君豈得從容而已哉！同船濟水，將誰與易？」<br>,,
4599,同歸殊塗,"猶「殊途同歸」。見「殊途同歸」條。01.《易經．繫辭下》：「《易》曰：『憧憧往來，朋從爾思。』子曰：『天下何思何慮？天下同歸而殊塗，一致而百慮。天下何思何慮！』02.《漢書．卷九九下．王莽傳》：「贊曰：『……昔秦燔《詩》《書》以立私議，莽誦《六藝》以文姦言，同歸殊塗，俱用滅亡。』」<a name=""異趣同歸"">　</a>",,
4600,吊虎離山,吊，通「調」。「吊虎離山」即「調虎離山」。見「調虎離山」條。01.《醒世姻緣傳》第一五回：「等到日夕，掌了燈，……兩個還不道是晁大舍用了吊虎離山計，只疑道是轉了背，錦衣衙差人到了，正在衙裡亂鬨也未可知。」,,
4601,向若之歎,"對著海神若而嘆息，形容對方之偉大宏深。用《莊子．秋水》篇典故，猶「望洋興嘆」之本義。見「望洋興嘆」條。01.宋．樓鑰〈跋楊伯子詩卷〉：「平生未識誠齋，而多見其詩，每深向若之歎。」<a name=""望洋之嘆"">　</a>",,
4602,因咽去食,"猶「因噎廢食」。見「因噎廢食」條。01.唐．白居易 〈策林三．議兵〉：「見亡者之自敗，則思弭兵，是因一咽而欲去食也。」<a name=""懲噎廢食"">　</a>",,
4603,回心改念,"猶「回心轉意」。見「回心轉意」條。01.《喻世明言．卷三○．明悟禪師趕五戒》：「謝瑞卿也恐怕子瞻一旦富貴，果然謗佛滅僧，也要勸化他回心改念。」<a name=""轉意回心"">　</a>",,
4604,夙夜不解,"即「夙夜匪懈」。見「夙夜匪懈」條。01.《禮記．祭統》：「其勤公家，夙夜不解。」<a name=""夙夜不懈"">　</a>",,
4605,多岐亡羊,猶「歧路亡羊」。見「歧路亡羊」條。,,
4606,好事多魔,好事常有惡魔阻撓，義猶「好事多磨」。見「好事多磨」條。01.《紅樓夢》第一回：「那紅塵中卻有些樂事，但不能永遠依恃；況又有『美中不足，好事多魔』八個字緊相聯屬，瞬息間則又樂極悲生，人非物換。」,,
4607,好高務遠,即「好高騖遠」。見「好高騖遠」條。01.《孽海花》第二五回：「珏齋尤其生就一付絕頂聰明的頭腦，帶些好高務遠的性情，恨不得把古往今來名人的學問事業，被他一個人做盡了纔稱心。」,,
4608,如繭自纏,猶「作繭自縛」。見「作繭自縛」條。,,
4609,守株伺兔,"猶「守株待兔」。見「守株待兔」條。01.《後漢書．卷五九．張衡列傳》：「世易俗異，事埶舛殊，不能通其變，而一度以揆之，斯契船而求劍，守株而伺兔也。」　<a name=""待兔守株"">　</a>",,
4610,安分潔己,"猶「安分守己」。見「安分守己」條。01.宋．秦觀〈雜說〉：「若夫恬於進取、安分潔己者，蓋有取焉爾。」<a name=""循理安分"">　</a>",,
4611,安貧守道,猶「安貧樂道」。見「安貧樂道」條。01.宋．蘇軾〈薦布衣陳師道狀〉：「右臣等伏見徐州布衣陳師道，文詞高古，度越流輩，安貧守道。」02.清．黃宗羲《明儒學案．卷四五．諸儒學案上三．布政陳克庵先生選》：「由張東白之事觀之，非平日安貧守道之意，徹乎表裡，安能使朋友信之如是？」,,
4612,有名亡實,亡，通「無」。「有名亡實」即「有名無實」。見「有名無實」條。01.《漢書．卷八九．循吏傳．黃霸》：「並行偽貌，有名亡實。」,,
4613,有眼共見,"即「有目共睹」。見「有目共睹」條。01.宋．蘇軾〈論河北京東盜賊狀〉：「今數千里無麥，去將安往？但恐良民舉為盜矣！且天上無雨，地下無麥，有眼者共見，有耳者共聞，決非欺罔朝廷，豈可坐觀不放？」<a name=""有目咸睹"">　</a>",,
4614,死心倒地,"猶「死心塌地」。見「死心塌地」條。01.《三寶太監西洋記通俗演義》第二一回：「天師卻才是死心倒地，扯著長老，只是磕頭。」<a name=""安心塌地"">　</a>",,
4615,死心榻地,"即「死心塌地」。見「死心塌地」條。01.元．尚仲賢《氣英布》第一折：「那英布歸漢了也，我若是不殺他楚使，他怎肯死心榻地便肯歸降？」<a name=""死心倒地"">　</a>",,
4616,死灰復燎,"即「死灰復燃」。見「死灰復燃」條。01.清．遯廬《童子軍》第一五齣：「這個使不得，若非斬草除根，全消禍種，定要死灰復燎，自惹飛災。」　<a name=""燃死灰"">　</a>",,
4617,江淹夢筆,"猶「江郎才盡」。見「江郎才盡」條。01.元．白樸〈小石調．又是紅輪西墜套．么篇〉：「宋玉悲秋愁悶，江淹夢筆寂寞。」　<a name=""才盡江淹"">　</a>",,
4618,百步五十步之間,"逃跑一百步與逃跑五十步，位置之間相同，差距不大。見「五十步笑百步」條。01.宋．朱熹〈答項平父書〉其六：「此與告子之言雖若小異，然其實則百步五十步之間耳，以此相笑，是同浴而譏裸裎也。」<a name=""五十步"">　</a>",,
4619,百結懸鶉,"即「鶉衣百結」。見「鶉衣百結」條。01.宋．趙崇嘏〈鷗渚微吟．書事〉詩：「東鄰老翁寒不寐，百結懸鶉收悲涕。」<a name=""百結鶉衣"">　</a>",,
4620,老姦大猾,"猶「老奸巨猾」。見「老奸巨猾」條。01.宋．蘇洵〈議法〉：「比閭小吏奉之以公，則老姦大猾束手請死，不可漏略。」<a name=""巨猾老奸"">　</a>",,
4621,老姦巨猾,"即「老奸巨猾」。見「老奸巨猾」條。01.《資治通鑑．卷二一四．唐紀三○．玄宗開元二十四年》：「林甫城府深密，人莫窺其際。……雖老姦巨猾，無能逃於其術者。」（源）02.《宋史．卷一七八．食貨志上》：「於是舊胥既盡罷，而弊根未革，老姦巨猾，匿身州縣，舞法擾民，蓋甚前日。」<a name=""老姦大猾"">　</a>",,
4622,老馬識塗,即「老馬識途」。見「老馬識途」條。,,
4623,耳目新,"猶「耳目一新」。見「耳目一新」條。01.唐．白居易〈天宮閣早春〉詩：「天宮高閣上何頻？每上令人耳目新。」<a name=""一新耳目"">　</a>",,
4624,肉圃酒池,"肉圃，積肉為園圃，猶「肉林」之謂。「肉圃酒池」猶「酒池肉林」。見「酒池肉林」條。01.漢．劉安《淮南子．本經訓》：「晚世之時，帝有桀、紂。為琁室瑤臺，象廊玉床；紂為肉圃酒池，燎焚天下之財，罷苦萬民之力，刳諫者，剔孕婦，攘天下，虐百姓。」<a name=""肉林酒池"">　</a>",,
4625,自彊不息,"彊，同「強」。「自彊不息」即「自強不息」。見「自強不息」條。01.唐．韓愈〈答侯繼書〉：「懼足下以我退歸，因謂我不復能自彊不息。」<a name=""不息自強"">　</a>",,
4626,至言不繁,至理之言精簡，不繁瑣。見「要言不煩」條。01.宋．蘇軾〈與孫運句書〉：「近見江南老人，年七十二，狀貌氣力如四五十人，問其所得，初無異術，但云平生習不飲湯水耳。常人日飲數升，吾日減一合，今但沾唇而已。脾胃惡濕，飲少胃強氣盛液行，自然不濕，雖冒暑遠行亦不念水。此可謂至言不繁。」,,
4627,行尸坐肉,像會行走的屍體，坐在那裡的一堆肉。見「行屍走肉」條。01.《醉醒石》第七回：「但一味愛惜：與他喫、與他穿、養得肥頭胖臉、著錦穿綾且是好看，卻是一個行尸坐肉。」,,
4628,行尸走骨,"猶「行屍走肉」。見「行屍走肉」條。01.宋．張君房《雲笈七籤．卷六○．聖正規法》：「雖位極人臣，皆行尸走骨矣。」<a name=""走骨行屍"">　</a>",,
4629,行屍視肉,"像會行走的屍體，眼看只是一堆肉。見「行屍走肉」條。01.明．凌濛初《北紅拂．楔子》：「俺執拂豪家歷數年，偷閱游賓整萬千，多是行屍視肉一般般。」<a name=""行尸坐肉"">　</a>",,
