idiom,original_definition
鐘鳴鼎食,「鐘鳴鼎食」之「鐘」，典源作「鍾」。「鍾」同「鐘」。古代富貴人家吃飯時，擊鐘為號，列鼎而食。形容富貴之家的奢侈豪華。＃語本《史記．卷一二九．貨殖列傳》
鐵石心腸,像鐵石鑄成的心腸。形容人剛強而不為感情所動的秉性。語本《魏武故事》。
安身立命,「安身」，居處得以容身。語出《呂氏春秋．有始覽．諭大》。「立命」，修身養性以奉天命。語出《孟子．盡心上》。「安身立命」指居處得以容身，生活便有著落，精神上亦有所寄託。
安然無恙,恙，禍患、疾病。「安然無恙」指平安沒有疾病、禍患等事故。語本《戰國策．齊策四》。
廬山真面目,比喻事物的真相或原本面目。語出宋．蘇軾〈題西林壁〉詩。
深思熟慮,"「深思」，深遠的思考。語出戰國楚．屈原〈漁父〉。「熟慮」，考慮周密。語出《史記．卷七二．穰侯列傳》。後用「深思熟慮」指仔細而深入地考慮。_x000D_
△「深謀遠慮」"
平分秋色,「平分秋色」，典源作「平分四時」，意思是一年被平均分成春夏秋冬四時。※＃語或本戰國楚．宋玉〈九辯〉。「平分秋色」指中秋時分。亦用於指平均分配好處。亦用於形容二者一樣出色，分不出高下。
躍躍欲試,"心動技癢，急切地想嘗試一下。※語或本宋．穆修〈送李秀才歸泉南序〉。
△「蠢蠢欲動」"
自強不息,自己不斷努力向上，永不懈怠。語出《易經．乾卦．象》。
掩人耳目,遮蔽別人的耳目。比喻用假象欺騙、蒙蔽他人。語本《大宋宣和遺事．亨集》。
耳熟能詳,聽得非常熟悉，而能詳盡地知道或說出來。語本宋．歐陽修〈瀧岡阡表〉。
自食其力,憑藉自己的勞力養活自己。語本《漢書．卷二四．食貨志上》。
老驥伏櫪,"年紀已大的良馬伏在馬槽邊，仍想奔跑千里的路程。比喻人雖年老，仍懷雄心壯志。＃語本三國魏．武帝〈步出夏門行〉。_x000D_
△「老當益壯」"
行雲流水,"(一)飄動的浮雲，流動的水。形容待人處事或文章字畫飄逸自然，無拘無束。＃語出宋．蘇軾〈與謝民師推官書〉。
(二)比喻平淡自然的事物。語出《警世通言．卷二．莊子休鼓盆成大道》。
△「出神入化」"
安分守己,"安於本分，謹守其身。語出宋．袁文《瓮牖閑評》卷八。
△「循規蹈矩」"
瞠目結舌,"「瞠目」，睜大眼睛。※語或出宋．洪邁《夷堅志．丁志．卷一．金陵邸》。「結舌」，說不出話。語出《漢書．卷七五．眭兩夏侯京翼李傳．李尋》。「瞠目結舌」形容吃驚、受窘的樣子。
△「張口結舌」"
臨深履薄,"臨，靠近。履，踩踏。「臨深履薄」指走近深淵，踩在薄冰上。比喻戒慎恐懼，十分小心。語本《詩經．小雅．小旻》。
△「如臨深淵」、「如履薄冰」、「暴虎馮河」、「戰戰兢兢」"
忍無可忍,「忍無可忍」之「無」，典源作「不」。「忍不可忍」原指忍受不能夠忍受的事。語本《三國志．卷二四．魏書．韓崔高孫王傳．孫禮》。後用「忍無可忍」指忍耐到了極點，無法再忍受。
捷足先登,"捷，快速。「捷足先登」比喻行動最快者先達到目的。語本《史記．卷九二．淮陰侯列傳》。
△「逐鹿中原」"
李代桃僵,李樹代替桃樹受蟲咬而枯死。語本樂府古辭〈雞鳴〉。後用「李代桃僵」比喻以此代彼或代人受過。
隱姓埋名,"隱瞞姓名，不讓別人知道真實的身分。＃語出元．王子一《誤入桃源》第一折。
△「晦跡埋名」"
輾轉反側,"形容因心事重重而翻來覆去睡不著覺。語出《詩經．周南．關雎》。
△「窈窕淑女」、「夢寐以求」"
冷嘲熱諷,"形容尖酸、刻薄的嘲笑和諷刺。※語或本清．袁枚《牘外餘言》。
△「冷言冷語」、「冷敲熱罵」、「熱唱冷嘲」"
張口結舌,"結舌，舌頭打結。「張口結舌」形容恐懼慌張，或理屈說不出話的樣子。◎語本《莊子．秋水》。
△「邯鄲學步」、「啞口無言」、「瞠目結舌」"
安如泰山,「安如泰山」之「泰山」，典源作「太山」。「太山」即「泰山」。形容安定穩固如泰山一般，不可動搖。＃語本漢．焦贛《焦氏易林．卷一．坤之中孚》。
百聞不如一見,"聽別人述說千百遍，不如親眼看一次來得真確。語出《漢書．卷六九．趙充國辛慶忌傳．趙充國》。
△「聞之不若見之」"
魂飛魄散,"(一)魂魄離開身體，形容非常恐懼害怕。※語或出宋．劉宰〈鴉去鵲來篇〉詩。_x000D_
(二)魂魄離開身體，指死亡。※語或本《西遊記》第四一回。_x000D_
(三)魂魄離開身體，形容心神不寧、恍惚迷亂。※語或出宋．羅燁《醉翁談錄．甲集．卷二．張氏夜奔呂星哥》。_x000D_
△「魂不附體」、「魂亡魄失」"
細水長流,「細水長流」典源作「小水長流」，細、小同義；長、常義近。謂水流細而能常久流動，比喻力量微小而能持之以恆，終有所成。語本《佛遺教經》。後亦用「細水長流」形容節約使用財物，而長久不缺。
養尊處優,"自處尊貴，生活優裕。語出宋．蘇洵〈上韓樞密書〉。
△「嬌生慣養」"
難能可貴,難能，不容易做到。「難能可貴」指做到了不容易做到的事，所以特別可貴。＃語出宋．蘇軾〈荀卿論〉。
脫胎換骨,"「脫胎」，脫去凡胎。語出唐．呂巖〈寄白龍洞劉道人〉詩。「換骨」，脫換凡人之俗骨而成仙。語出唐．呂巖〈七言〉詩其二。「脫胎換骨」原指經過修煉和服食丹藥，脫去凡胎，換俗骨為仙骨。後用以比喻澈底改變，亦用以比喻作詩文雖效法別人，但不露痕跡，且能創出新意。
△「洗心革面」"
奮不顧身,"奮勇向前，不顧生死。＃語出漢．司馬遷〈報任少卿書〉。
△「大謬不然」、「戴盆望天」"
身敗名裂,"事業、地位喪失，名譽毀壞。指人澈底失敗。※語或本宋．辛棄疾〈賀新郎．綠樹聽鵜鴃〉詞。
△「身歿名滅」、「聲名狼藉」"
潛移默化,"人的思想、性格或習慣受到影響，不知不覺中起了變化。語本北齊．顏之推《顏氏家訓．慕賢》。_x000D_
△「耳濡目染」"
捷足先得,猶「捷足先登」。見「捷足先登」條。01.清．孔尚任《桃花扇》第一五齣：「自古道：『中原逐鹿，捷足先得』，我們不可落他人之後。」02.清．藍鼎元〈潮屬城池總論〉：「郡城扼要在湖山，置之城外，苟為捷足先得，茲城豈可守哉！」
輕而易舉,重量輕而容易舉起。形容非常輕鬆，毫不費力。語出宋．朱熹《詩集傳．卷一八．大雅．烝民》。
漠不關心,"冷冷淡淡，不加關心。※語或出明．朱之瑜〈與岡崎昌純書〉二首之二。
△「漫不經心」"
笑逐顏開,逐，隨著。開，舒展。「笑逐顏開」指笑容隨著顏面舒展開來。形容心中喜悅而眉開眼笑的樣子。語出《京本通俗小說．西山一窟鬼》。
牛衣對泣,牛衣，給牛隻禦寒遮雨的衣物，多用麻草編成。「牛衣對泣」指漢代王章家貧，沒有被子蓋，生大病時只能睡在牛衣之中，他自料必死，於是對妻涕泣訣別。典出《漢書．卷七六．趙尹韓張兩王傳．王章》。後用「牛衣對泣」比喻夫妻共度貧困的生活。
舞文弄墨,"(一)墨，繩墨、法度。指玩弄法條作弊，敗壞法紀。語本《隋書．卷八五．王充列傳》。
△「舞文弄法」
(二)指寫作、寫字，借以比喻賣弄筆墨文辭。※語或出《三國演義》第四三回。"
披肝瀝膽,"比喻赤誠相待，忠貞不二。語出隋．李德林〈天命論〉。_x000D_
△「肝膽相照」、「肝膽照人」、「披肝膽」"
事與願違,事實和願望相違背。＃語出三國魏．嵇康〈幽憤〉詩。
暢所欲言,痛痛快快、毫無顧忌地把想說的話全部講出來。語本宋．黃庭堅〈與王周彥長書〉。
目不見睫,眼睛看不見自己的睫毛。比喻見遠而不能見近。＃語本《韓非子．喻老》。後亦用「目不見睫」比喻人無自知之明，不能看見自己的過失。
兩面三刀,比喻陰險狡猾，耍兩面手法，挑撥是非。語出元．李行道《灰闌記》第二折。
拋頭露面,舊時婦女守在閨房，不輕易出門。因此外出不規避生人，稱為「拋頭露面」。※語或本《封神演義》第三二回。後泛指公開出現在大眾面前。
雨後春筍,春筍在雨後長得又多又快。＃語本宋．趙蕃〈過易簡彥從〉詩。後用以比喻事物在某一時期新生之後大量湧現，迅速發展。
盡忠報國,竭盡忠誠，報效國家。＃語出《周書．卷四○．顏之儀列傳》。
金城湯池,金城，金屬造的城。湯池，沸水流動的護城河。「金城湯池」形容堅固險阻的城池。＃語出《漢書．卷四五．蒯伍江息夫傳．蒯通》。
戮力同心,"齊心合力，團結一致。＃語出《墨子．尚賢中》。_x000D_
△「同心同德」、「同心協力」、「群策群力」"
枉費心機,"白白地浪費心思。形容徒勞無功。語出宋．劉克莊〈諸公載酒賀余休致水村農卿有詩次韻〉詩一○首之一○。
△「枉費思慮」"
輕車熟路,"猶「駕輕就熟」。見「駕輕就熟」條。01.宋．辛棄疾〈賀新郎．逸氣軒眉宇〉詞：「逸氣軒眉宇，似王良、輕車熟路，驊騮欲舞。」<a name=""熟路輕車"">　</a>"
以毒攻毒,用有毒的藥物來治療毒瘡等疾病。語本唐．神清《北山集．卷六．譏異說》。後亦用「以毒攻毒」比喻用狠毒的手段來對付狠毒的手段或人。
目無全牛,"眼中沒有整頭牛的形體，比喻道的修養不受外形限制的境界。典出《莊子．養生主》。後用「目無全牛」比喻技藝純熟高超。
△「庖丁解牛」、「善刀而藏」、「遊刃有餘」、「躊躇滿志」"
金戈鐵馬,「金戈」，金屬製的戈。語出南朝齊．謝朓〈為皇太子侍華光殿曲水宴〉詩。「鐵馬」，披上裝甲的馬。語出南朝梁．陸倕〈石闕銘〉。「金戈鐵馬」形容戰士的雄壯英姿，或比喻戰事。
近水樓臺,靠近水邊的樓臺。比喻占得地利之便，先得機會。語出宋．俞文豹《清夜錄》卷五○。
四分五裂,"四方受敵，國土易被分解割裂。語出《戰國策．魏策一》。後用「四分五裂」形容分散而不完整、不團結。
△「高枕無憂」"
壽比南山,壽命如南山那樣長久。為祝人長壽之辭。語本《詩經．小雅．天保》。
美中不足,事物雖美，但仍有缺陷。※語或出明．吾丘瑞《運甓記》第二三齣。
枯木逢春,乾枯的樹木遇上了春天，又恢復了生命力。語本敦煌變文《㠠山遠公話》。後用「枯木逢春」比喻雖處於絕境卻重獲生機，或劣境忽然轉好。
腹背受敵,前、後都受到敵人的攻擊。＃語出《魏書．卷三五．崔浩列傳》。
過猶不及,做事過分就好比做得不夠一樣，皆不妥當；指事情要做得恰到好處。語出《論語．先進》。
咬牙切齒,"咬緊牙齒，表示非常悲痛憤恨。※語或本《韓非子．守道》。
△「痛心疾首」"
威風凜凜,"威武的氣概逼人，令人敬畏的樣子。語出宋．吳自牧《夢粱錄．卷二．州府節制諸軍春教》。
△「英風凜凜」"
身無長物,長物，多餘的物品。長，音ㄓㄤˋ。「身無長物」指身邊沒有任何多餘的物品。比喻節儉或貧困。語本南朝宋．劉義慶《世說新語．德行》。
裝模作樣,"「裝模作樣」原作「作模作樣」，指勤下工夫，苦心經營，極為堅持的模樣。語本《鎮州臨濟慧照禪師語錄》。後演變作「裝模作樣」，謂故意做作，不是出於自然的表現。_x000D_
△「裝腔作勢」、「矯揉造作」"
裝腔作勢,"「裝腔作勢」之「裝腔」，典源作「粧模」。「粧」，妝的俗字，與「裝」音同義近，常混用。「裝腔作勢」指故意裝出某種腔調或姿態。※語或本元．蕭德祥《殺狗勸夫》第四折。
△「裝模作樣」、「矯揉造作」"
愁眉苦臉,"眉頭緊皺，苦喪著臉。形容憂傷、愁苦的神色。※語或出《儒林外史》第四七回。
△「愁眉不展」、「愁眉淚眼」"
枵腹從公,枵腹，空著肚子。「枵腹從公」指餓著肚子辦理公務，形容不顧己身，勤於公事。※語或出《活地獄．楔子》。
入室操戈,"進入房間中，拿起主人的戈來攻擊主人。比喻持對方的論點來反駁對方。＃語本《後漢書．卷三五．張曹鄭列傳．鄭玄》。
△「同室操戈」"
趁火打劫,趁人家裡失火時搶劫財物。比喻乘人之危，從中取利。※語或出清．徐珂《清稗類鈔．盜賊類．趁火打劫》。
