編號,成語,釋義,用法說明-語義說明,三歲版解釋
1293,拍案叫絕,案，桌子。絕，絕妙、好到極點。「拍案叫絕」，拍桌子叫好，形容非常讚賞。※＃語或出《紅樓夢》第七○回。,形容非常讚賞。,看到非常精彩的表演或作品，高興地拍桌子大聲叫好。
1294,別有天地,"形容風景秀麗，引人入勝。＃語出唐．李白〈山中問答〉詩。 後亦用「別有天地」指另有一番境界。
△「別有洞天」",形容風景秀麗，引人入勝。＆另有一番境界。,一個地方風景很漂亮，讓人一看就想走進去看看
1295,遇人不淑,女子誤嫁了不好的丈夫。語出《詩經．王風．中谷有蓷》。,女子誤嫁了不好的丈夫。,她嫁錯了男人，丈夫不是個好人，也不照顧她，生活很辛苦。
1296,暗度陳倉,漢高祖劉邦聽從韓信建議，表面上公開派人修築棧道，暗中卻由陳倉出兵，進而平定三秦。比喻出其不意、從旁突擊的戰略。典出《史記．卷八．高祖本紀》。後用「暗度陳倉」比喻暗中進行的活動，亦用於比喻男女私通。,比喻暗中進行的活動。＆比喻男女的私通。,偷偷做事，讓對方沒料到從旁攻擊；也指男女暗地裡交往。
1297,耳目一新,形容所見所聞都有一種新奇、清新的感覺。＃語本《魏書．卷一六．道武七王列傳．河南王曜》。,形容所見所聞都有一種新奇、清新的感覺。,看到或聽到新的東西，覺得眼睛耳朵都很清爽很新鮮。
1298,當務之急,"當前最急迫要做的事。語本《孟子．盡心上》。
△「燃眉之急」",當前最急迫要做的事。,現在最急、一定要先處理，不能再拖的事情喔
1299,福至心靈,形容運氣來時，心思突然變得靈敏起來。語出宋．畢仲詢《幙府燕閒錄》。,形容運氣來時，心思突然變得靈敏起來。,幸運來時，腦袋突然很靈光，想法又多又快又準。
1300,衣冠禽獸,"空有外表而行同禽獸。比喻品德敗壞的人。※語或出明．陳汝元《金蓮記》第七齣。
△「人面獸心」、「衣冠梟獍」",比喻品德敗壞的人。貶義。,穿著像有禮貌，但其實做壞事、不誠實、還會騙人或傷害別人的人。
1301,死心塌地,形容心意已定，不再改變。※＃語或出元．王實甫《西廂記．第三本．第三折》。「死心塌地」亦用來表示心裡踏實或放心之意。,形容心意已定，不再改變。,對一個人或一件事很相信、很支持，心意不會改變，放心地跟著做。
1302,新陳代謝,「新陳代謝」之「陳」，典源作「故」。代，更代、輪流。謝，凋謝。有代謝必有代生，「新故代謝」指時序循環中的事物更迭交替。語本漢．蔡邕〈筆賦〉。後用「新陳代謝」形容新舊事態的更新除舊，或為生物體細胞中各種化學反應的總稱。,形容一切事態更新除舊的過程。＆生物體細胞中各種化學反應的總稱。,新陳代謝是舊東西被新東西替換；在身體裡是分解舊物並製造新物的過程。
1303,搖旗吶喊,打仗時，揮舞旗幟，嘶喊以助聲威。※語或出元．喬吉《兩世姻緣》第三折。後亦用「搖旗吶喊」比喻為他人助長聲勢。,打仗時，揮舞旗幟，嘶喊以助聲威。＆比喻為他人助長聲勢。,打仗時揮旗高喊助威，現在也用在替別人加油
1304,搖搖欲墜,"搖搖晃晃得快要倒下來。形容就要掉下來或就要垮臺的樣子。※語或出《三國演義》第一○四回。
△「岌岌可危」",形容就要掉下來或就要垮臺的樣子。,東西搖得很厲害，快要倒下或垮掉了，要很小心。
1305,有教無類,指施教的對象，沒有貴賤貧富的分別。語出《論語．衛靈公》。,指施教的對象，沒有貴賤貧富的分別。,不論貧富或身份，人人都有機會接受教學與幫助。
1306,有名無實,"指虛有其名而無實際內容。＃語本《國語．晉語八》。
△「名不副實」",指虛有其名而無實際內容。,看起來很有名，但其實做不到什麼、沒有真本事或用處。
1307,槁木死灰,形體寂靜如枯槁的木頭，沒有生氣，精神凝聚猶如冷卻的灰燼，不能重新起火。形容人清虛寂靜，對外物無動於衷。語本《莊子．齊物論》。後用「槁木死灰」形容人因遭受挫折變故而灰心絕望的樣子。,形容人因遭受挫折變故而灰心絕望的樣子。,遇到挫折後很失望，沒有精神，也不想做事。
1308,有目共睹,凡是有眼睛的人都看得見。指事實極為明顯，眾所周知。語本漢．徐幹《中論．卷上．貴驗》。,指事實極為明顯，眾所周知。,大家一看就看得出來，事實很明顯，人人都知道。
1309,慘不忍睹,"形容情狀悽慘，令人不忍目睹。※語或出清．許奉恩《里乘．卷八．倪公春岩》。
△「傷心慘目」",形容情狀悽慘，令人不忍目睹。,情況很慘、看了會讓人不想再看，心裡覺得很難過。
1310,小巧玲瓏,形容極細緻精巧。語本宋．辛棄疾〈臨江仙．莫笑吾家蒼壁小〉詞。,形容極細緻精巧。,形容東西又小又精緻，像小飾品一樣可愛漂亮。
1311,憐香惜玉,「憐香」，喜愛花香。語出唐．徐夤〈蝴蝶〉詩二首之一。「惜玉」，珍視寶玉。語出金．元好問〈荊棘中杏花〉詩。「憐香惜玉」比喻愛憐、善待女性。,比喻愛憐、善待女性。,疼愛、關心並溫柔對待女子，尊重她們的感受。
1312,耳鬢廝磨,耳旁的鬢髮相互摩擦，形容親暱。※◎語或出《紅樓夢》第七二回。,形容親暱。,兩個人很親近，常貼著說話、靠在一起照顧對方。
1313,寡不敵眾,人少的抵擋不過人多勢眾的。＃語出《逸周書．卷九．芮良夫》。,指人少的抵擋不過人多勢眾的。,人少遇到人多時，常常沒辦法支撐，很容易被壓倒。
1314,語無倫次,"說話顛三倒四，毫無條理。語出宋．蘇軾《東坡志林》卷二。
△「不知所云」",說話顛三倒四，毫無條理。,說話很亂，沒有順序，講來講去讓人聽不懂，也搞不清重點。
1315,寥寥無幾,"數量極少。※語或出明．胡應麟《詩藪．內編．古體下．七言》。
△「屈指可數」、「寥若晨星」",數量極少。,東西或人非常少，幾乎看不到，能一一數得出來。
1316,目瞪口呆,"形容受驚或受窘以致神情痴呆的樣子。語本唐．皇甫枚《三水小牘．卷下．夏侯禎黷女靈皇甫枚為禱乃免》。
△「呆若木雞」",形容受驚或受窘以致神情痴呆的樣子。,看到很驚訝或很尷尬的事，眼睛張大、嘴巴張開，短時間說不出話也動不了。
1317,生殺予奪,生存、殺害、給予、奪取。比喻人切身的一切事情。＃語本《周禮．春官．內史》。,比喻人切身的一切事情。,指別人有權決定他人能活能死，以及給或拿走重要東西。
1318,摩頂放踵,"摩，磨。頂，頭頂。放，音ㄈㄤˇ，至。踵，腳後跟。「摩頂放踵」指磨禿頭頂，走破腳後跟。語出《孟子．盡心上》。後用「摩頂放踵」比喻捨己救世，不辭勞苦。
△「一毛不拔」、「鞠躬盡瘁」",比喻捨己救世，不辭勞苦。,為了救別人或幫忙，願意付出所有，不怕累到頭頂磨禿、腳跟磨破。
1319,珠聯璧合,日月如併合的玉璧，星辰如成串的珍珠，指一種天象。古人認為是祥瑞的徵兆。語本《漢書．卷二一．律曆志上》。後用「珠聯璧合」比喻人才或美好的事物相匹配或同時薈集。常用作祝賀新婚的頌辭。,比喻人才或美好的事物相匹配或同時薈集。,用來形容兩個優秀的人或美好事物很配，常用來祝福新婚。
1320,未卜先知,"未曾占卜就能知道吉凶。形容有預知未來的能力。※語或出元．王曄《桃花女》第三折。
△「料事如神」",形容有預知未來的能力。,在事情發生前就知道會發生什麼，像有看未來的能力。
1321,火樹銀花,「火樹」，像火一般燦爛的樹。語出晉．傅玄〈庭燎〉詩。「銀花」，銀色的花朵，後指燈。語出南朝梁．簡文帝〈彌陀佛像銘〉。「火樹銀花」形容燈火通明燦爛的景象。,形容燈火通明燦爛的景象。,晚上有很多燈，像樹上開滿銀色的花，很亮很漂亮。
1322,半推半就,就，本指到職、就位，俯就。引申為依隨，順從的意思。「半推半就」形容假意推辭終久俯允的樣子。語出元．王實甫《西廂記．第四本．第一折》。,形容假意推辭的樣子。,開始裝作不太想做、推拒，最後還是勉強答應了。
1323,平地風波,平地上起風波，比喻突然發生事故或變化。語本唐．劉禹錫〈竹枝詞〉九首之七。,比喻突然發生事故或變化。,原本平靜的事情，突然發生意外或麻煩，大家嚇一跳。
1324,調虎離山,"引誘老虎離開牠盤踞的山頭。比喻用計誘使對方離開他的據點，以便趁機行事，達成目的。※語或出《西遊記》第五三回。
△「賺虎離窩」",比喻用計誘使對方離開他的據點，以便趁機行事，達成目的。,想辦法把對方從有利的位置引開，好趁機行動拿到想要的東西。
1325,瞠乎其後,"瞠，音ㄔㄥ，張大眼睛直視。「瞠乎其後」比喻落後很多，追趕不上。語本《莊子．田子方》。
△「亦步亦趨」、「奔逸絕塵」、「望塵莫及」",比喻落後很多，追趕不上。,說某個人或隊伍跑得很慢，怎麼追都追不上別人。
1326,天馬行空,"天馬，指天帝所乘的神馬。「天馬行空」，形容神馬奔馳。語本《漢書．卷二二．禮樂志》。後用「天馬行空」比喻文才氣勢豪放不拘，亦用於形容浮誇不著邊際。
△「天馬脫御」、「天馬脫羈」、「脫羈天馬」",比喻文才氣勢豪放，不受拘束。褒義。＆形容浮誇不著邊際。,指想像或寫作很自由、大膽，但有時太誇張、不太現實。
1327,烏煙瘴氣,瘴氣，山林間因溼熱蒸鬱而成的毒氣。「烏煙瘴氣」形容人事渾濁、氣氛不諧，就像黑色的煙霧，有毒的瘴氣。※◎語或出《兒女英雄傳》第二一回。後亦用「烏煙瘴氣」形容環境汙穢不潔。,形容人事或氣氛黑暗混亂。＆形容環境汙染不潔。,人多又亂、氣氛不好，像黑煙和毒氣讓人很難受
1328,參差不齊,"雜亂不整齊。＃語出漢．揚雄《法言．序》。
△「良莠不齊」",雜亂不整齊。,指東西高矮長短、好壞混在一起，看起來很亂。
1329,噬臍莫及,「噬臍莫及」之「臍」，典源作「齊」。「齊」通「臍」，臍就是肚臍。用嘴咬自己的肚臍，是做不到的事。比喻後悔已遲。語本《左傳．莊公六年》。,比喻後悔已遲。,做錯事或錯過機會，想補救或後悔都來不及了。
1330,賠了夫人又折兵,送給人夫人，又折損了自己的兵將，大大吃虧。相傳周瑜曾施計，假裝要將孫權的妹妹嫁給劉備，以取荊州，結果弄巧成拙，不但沒得到荊州，反而孫權的妹妹真的被娶走，並且又折損了許多兵將。後用「賠了夫人又折兵」以比喻不但沒有占到便宜，反而吃大虧。語出元．無名氏《隔江鬥智》第二折。,比喻不但沒有占到便宜，反而吃大虧。,本來想拿好處，結果不但沒拿到，還損失更多東西。
1331,天誅地滅,誅，殺。滅，消滅。「天誅地滅」指所作所為天地不容。多用於發誓、賭咒。語出宋．朱暉《絕倒錄．養脾丸》。,形容所作所為天地所不容。,說某人做了很壞的事，連天和地都不能原諒，要遭到很重的懲罰。
1332,天羅地網,天空地面遍布羅網。比喻防範極為嚴密，無法逃脫。＃語出《大宋宣和遺事．亨集》。,比喻防範布置得極為嚴密而無法逃脫。,形容防守布置非常嚴密，讓人沒地方跑，藏也藏不掉。
1333,龍蟠虎踞,「龍蟠虎踞」之「蟠」，典源作「盤」。蟠，盤伏、盤曲。「龍蟠虎踞」形容像神龍盤曲、猛虎蹲坐著。＃語本《西京雜記》卷六。後用「龍蟠虎踞」形容地勢雄偉險要。,形容地勢雄偉險要。,表示山或地形像盤著的龍和蹲著的虎，顯得又高又險。
